CT_TYPE,CC_CODE,CC_DESC_AR,CC_DESC_EN,COMMODTIY_TYPE,COMMODTIY_CODE,COMM_NAME_AR,COMM_NAME_EN,2023,2024,Growth,Share
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84799000.0,أجزاء لآلات وأجهزة ذات وظائف قائمة بذاتها,PARTS FOR MACHINES HAVING ONLY INDIVIDUAL FUNCTION,1157582977.0,1418634428.0,0.2255142449282925,0.0016249670003916149
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38221900.0,كواشف محضرة للتشخيص أو للمختبرات غير مذكورة في مكان آخر,Prepared diagnostic or laboratory reagents; n.e.s.,1146873880.0,1423296466.0,0.2410226536853381,0.0016303071061687263
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38221300.0,لزمر الدم,For blood-grouping,1140555595.0,1351843505.0,0.1852499877482956,0.001548461705117125
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,68022100.0,احجار نصب وبناء من رخام ، وترافرتين ، والابستر (مرمر)ـ,"MARBLE, TRAVERTINE AND ALABASTER BUILDING STONE",1119884695.0,1388572817.0,0.23992480940191793,0.0015905330934671386
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84264100.0,اجهزه والات رفع ذاتيه الحركه اخر ومايماثلها على اطارات,OTHER SELF-PROPELLED DERRICKS AND THE LIKE ON TIRES,1115668779.0,1477151463.0,0.32400537758527703,0.0016919950161784706
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85076000.0,مدخرات كهربائية من بالليثيوم و ايون  ,OTHER ACCUMULATORS,1112576206.0,1645318400.0,0.4788365876665171,0.0018846209089302683
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33049930.0,محضرات تطريه الجلد,SKIN SOFTENING PREPARATIONS,1102089720.0,1092061901.0,-0.009098913471400495,0.0012508962961033784
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38151200.0,عوامل محفزه مساعده ( معززه )ـ  تحتوى على معدن ثمين,SUPPORTED CATALYSTS WITH PRECIOUS METAL,1095688738.0,580920785.0,-0.46981221504532794,0.0006654125170199184
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84195000.0,وحدات مبادلات حرارية,HEAT EXCHANGE UNITS,1093277177.0,1130215910.0,0.03378716191749423,0.0012945995957935256
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84291100.0,بولدوزرات وانجلدوزرات بجنازير,TRACK LAYING BULLDOZERS AND ANGLEDOZERS,1055302670.0,529163373.0,-0.4985671996831013,0.0006061272742077561
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,29173600.0,حمض، تيريفثاليك واملاحه,TEREPHTHALIC ACID AND ITS SALTS,1047334721.0,1155264441.0,0.10305179216912451,0.0013232912978133828
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84818060.0,فوهات وصمامات وماخذ خراطيم الزراعه والرى,NOZZLES AND VALVES FOR CULTIVATION AND IRRIGATION HOSES,1034306022.0,1562029679.0,0.5102200371796733,0.0017892183017056366
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,4051000.0,زبدة,BUTTER,1019842203.0,1061036558.0,0.04039287144503472,0.0012153584876618431
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73081000.0,جسور واجزاوءها للمنشات من حديد صب او حديد صلب,BRIDGES AND BRIDGE-SECTIONS,997752476.0,1151136553.0,0.15372958793840166,0.0013185630312149406
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,19053200.0,فطائر ذات ترابيع مجوفة (ويفرز),HOLLOW SQUARED PASTRY (WAFERS),992354783.0,1199926634.0,0.20917100875201808,0.0013744493610590616
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,95045000.0,العاب الفيديو من النوع المستخدم مع جهازاستقبال تلفزيونى,"VIDEO GAMES, USED WITH TV RECEIVER",979995211.0,1031413866.0,0.052468271704646116,0.0011814273380910357
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85381000.0,لوحات واجزاء اخر لضبط وتنظيم او توزيع التيار الكهربائى,"BOARDS, PANELS AND OTHER PARTS FOR ELECTRICAL CONTROL",976852439.0,1235527477.0,0.2648046190730758,0.00141522815080173
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,2013000.0,لحوم بدون عظم من فصيلة الأبقار طازجة,BONELESS MEAT OF FRESH BOVINE ANIMALS,974197722.0,987994112.0,0.014161796613193067,0.0011316924197621527
ISI4,25.0,صُنع منتجات المعادن المشكَّلة، باستثناء الآلات والمعدات,"Manufacture of fabricated metal products, except machinery and equipment",H,73181500.0,غيرها من براغى وصواميل ملولبه من حديد او صلب,OTHER SCREWS AND BOLTS,972287217.0,1184938728.0,0.21871264712924843,0.0013572815465930704
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87032311.0,سيارات خاصة موديل سنة التخليص أو التي تليها (1501-3000) سم3,"PRIVATE CARS, CURRENT, SPARK IGNITION, 1501 TO 3000 CC",972106014.0,441857391.0,-0.5454637821014447,0.0005061231174731754
ISI4,29.0,صُنع المركبات ذات المحرّكات والمركبات المقطورة ونصف المقطورة,"Manufacture of motor vehicles, trailers and semi-trailers",H,87088000.0,مخفضات  صدمات التعليق  للسيارات والعربات,SUSPENSION SHOCK-ABSORBERS,962549571.0,823699190.0,-0.14425270675228424,0.0009435017052887306
ISI4,26.0,صُنع الحواسيب والمنتجات الإلكترونية والبصرية,"Manufacture of computer, electronic and optical products",H,91012100.0,ساعات يد أخر من معادن ثمينة، ذاتية التعبئة (أوتوماتيكية),"OTHER PRECIOUS METAL WRISTWATCHES, AUTOMATIC WINDING",931012613.0,542519076.0,-0.4172806378510363,0.0006214254907275876
ISI4,32.0,الصناعات التحويلية الأخرى,Other manufacturing,H,95059000.0,غيرها من اصناف للمهرجانات والاعياد او غيرها للتسليه,"OTHER FESTIVAL, CARNIVAL OR ENTERTAINMENT ARTICLES",927535021.0,146978448.0,-0.8415386538811886,0.00016835565460334012
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72071100.0,"منتج نصف جاهزمن حديداوصلب،%0,25 فاقل كربون،بمقطع مستطيل","SEMI-FINISHED IRON AND STEEL, UNDER 0.25% CARBON, RECT.",925168207.0,1695205688.0,0.8323215985739121,0.0019417640284958345
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,87041000.0,قلابات مصممه للاستعمال خارج الطرق العامه,DUMPERS DESIGNED FOR OFF-HIGHWAY USE,919597555.0,477258038.0,-0.481014237798838,0.0005466725938090989
ISI4,22.0,صُنع منتجات المطاط واللدائن,Manufacture of rubber and plastics products,H,39269099.0,غيرها من اصناف من لدائن منوعه,OTHER MISCELLANEOUS PLASTIC ITEMS,912829459.0,1151682345.0,0.2616621140400772,0.0013191882056584566
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84148000.0,غيرها من مضخات هواء ومضخات تفريغ هواء واغطيه تهويه,OTHER AIR OR VACUUM PUMPS AND HOODS,908895786.0,1298278940.0,0.42841342208621486,0.0014871064688438574
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85352900.0,"غيرها من قواطع وفواصل ذاتيه للدوائر(1000 ف - 72,5 ك ف)ـ",OTHER AUTOMATIC CIRCUIT BREAKERS (1000V- 72.5 KV),906566992.0,1826126638.0,1.0143317086488408,0.0020917267103615538
ISI4,23.0,صُنع منتجات المعادن اللافلزية الأخرى,Manufacture of other non-metallic mineral products,H,69072100.0,معامل امتصاصها للماء لا يزيد عن 05% وزنا,Of a water absorption coefficient by weight not exceeding 0.5 %,902124630.0,799197404.0,-0.1140942421669609,0.0009154362693209963
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,38249999.0,منتجات ومحضرات الصناعات الكيماوية، غير مذكورة في مكان آخر,Chemical products and preparations not elsewhere specified,889557964.0,687616292.0,-0.22701350577757293,0.0007876262984868465
ISI4,28.0,صُنع الآلات والمعدات غير المصنّفة في موضع آخر,Manufacture of machinery and equipment n.e.c.,H,84129000.0,اجزاء للالات المحركه ( الموتورات )ـ  والمحركات الاخر,PARTS FOR OTHER ENGINES AND MOTORS,880533085.0,1293789274.0,0.46932499873074046,0.0014819638056257755
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,21069099.0,غيرها من محضرات أغذية,OTHER FOOD PREPARATIONS,877129635.0,977984519.0,0.11498287137453747,0.0011202269865319145
ISI4,10.0,صُنع المنتجات الغذائية,Manufacture of food products,H,4022110.0,حليب صلب غير محلى بنسبه دسم تزيد على 1% للصناعة,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",871742034.0,747149527.0,-0.14292359682176345,0.0008558183149726886
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,94059900.0,غيرها من اجزاءمصابيح واجهزه اناره ومايماثلها،من مواداخر,"PARTS OF OTHER MATERIALS FOR LAMPS, LIGHTING FIXTURES",871597261.0,1285313603.0,0.474664573320636,0.0014722553949109778
ISI4,20.0,صُنع المواد الكيميائية والمنتجات الكيميائية,Manufacture of chemicals and chemical products,H,33029000.0,غيرها من المخاليط العطرية المستعملة في الصناعة,OTHER MIXTURES OF ODORIFEROUS USED IN INDUSTRY,864740532.0,1307731672.0,0.5122821512430275,0.0014979340487054297
ISI4,16.0,صُنع الخشب ومنتجات الخشب والفلين، باستثناء الأثاث؛ صُنع أصناف من القش ومواد الضفر,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",H,44111400.0,الواح من الياف الخشبتزيد سماكتها عن 9 مم,Planks of wood fibre more than 9 mm thick,864092659.0,931008508.0,0.07744059424997383,0.0010664185731884923
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85389000.0,اجزاء اخر للاجهزه الداخله فى البنود37/85- 36/85 - 35/85,"OTHER PARTS FOR HEADINGS 85.35, 85.36 OR 85.37",861070773.0,1091121547.0,0.2671682528469701,0.0012498191727877963
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85021300.0,مجموعات توليد تشعل بالضغط تزيد قدرتها عن 375 ك/ف/ا,"GENERATING SETS OF COMPRESSION ENGINES, OVER 375 KVA",859246085.0,1296707115.0,0.5091219356559535,0.001485306030545605
ISI4,1.0,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,"Crop and animal production, hunting and related service activities",H,8031000.0, موز (بلانتان),PLANTAINS,856833639.0,938238124.0,0.09500617307112985,0.0010746996970591892
ISI4,14.0,صُنع الملبوسات,Manufacture of wearing apparel,H,62044300.0,فساتين ، من الياف تركيبيه ، غير مصنره,"FEMALE DRESSES, OF SYNTHETIC FIBERS, NOT KNITTED",851353145.0,735632185.0,-0.13592592061194536,0.0008426258389458596
ISI4,24.0,صُنع الفلّزات القاعدية,Manufacture of basic metals,H,72083600.0,منتجات من حديدوصلب مسطحة (مجلخة )بسمك يزيدعن 10 مم,PRODUCTS OF FLATTENED CAST IRON W/ THICKNESS > 10MM.,843843767.0,1770742262.0,1.0984242951693213,0.002028286981590724
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85372000.0,أجهزة منظمات تيار كهربائي لجهد (توتر) يزيد عن 1000 فولت,APPARATUS FOR ELECTRICAL CONTROL OVER 1000 V,843725326.0,1387266028.0,0.6442152265084431,0.0015890362391968891
ISI4,27.0,صُنع المعدات الكهربائية,Manufacture of electrical equipment,H,85042300.0,"محولات بعوازل سائله تزيد قدرتها عن 10,000كيلو فولت امبير","LIQUID DIELECTRIC TRANSFORMERS, OVER 10,000 KVA",838403146.0,2363643968.0,1.8192212532561274,0.002707422978652464
